|	no. of generations	|	minimum fitness 	|	50th percentile fitness	|	maximum fitness 	|
-----------------------------------------------------------------------------------------------------------------------
|		575		|	4.50E-06		|	8.61E-06		|	1.02E-05		|
|		580		|	1.48E-06		|	4.84E-06		|	1.02E-05		|
|		585		|	2.14E-06		|	7.07E-06		|	1.02E-05		|
|		590		|	4.76E-06		|	5.60E-06		|	1.02E-05		|
|		595		|	1.40E-06		|	4.79E-06		|	1.02E-05		|
|		600		|	1.44E-06		|	4.66E-06		|	1.02E-05		|
|		605		|	4.49E-06		|	6.39E-06		|	1.02E-05		|
|		610		|	1.58E-06		|	5.14E-06		|	1.02E-05		|
|		615		|	1.38E-06		|	7.33E-06		|	1.02E-05		|
|		620		|	4.73E-06		|	6.74E-06		|	1.02E-05		|
|		625		|	1.38E-06		|	6.71E-06		|	1.02E-05		|
|		630		|	1.38E-06		|	5.42E-06		|	1.02E-05		|
|		635		|	1.50E-06		|	4.85E-06		|	1.02E-05		|
|		640		|	1.49E-06		|	6.52E-06		|	1.02E-05		|
|		645		|	1.39E-06		|	7.06E-06		|	1.02E-05		|
|		650		|	1.44E-06		|	4.66E-06		|	1.02E-05		|
|		655		|	1.38E-06		|	4.59E-06		|	1.02E-05		|
|		660		|	4.36E-06		|	6.86E-06		|	1.02E-05		|
|		665		|	1.37E-06		|	4.52E-06		|	1.02E-05		|
|		670		|	1.35E-06		|	5.11E-06		|	1.02E-05		|
|		675		|	3.02E-06		|	5.26E-06		|	1.02E-05		|
|		680		|	1.64E-06		|	5.36E-06		|	1.02E-05		|
|		685		|	1.34E-06		|	1.58E-06		|	1.02E-05		|
|		690		|	1.42E-06		|	4.94E-06		|	1.02E-05		|
|		695		|	4.29E-06		|	5.08E-06		|	1.02E-05		|
|		700		|	1.61E-06		|	8.94E-06		|	1.02E-05		|
|		705		|	4.34E-06		|	4.81E-06		|	1.02E-05		|
|		710		|	1.49E-06		|	4.88E-06		|	1.02E-05		|
|		715		|	1.39E-06		|	4.69E-06		|	1.02E-05		|
|		720		|	1.35E-06		|	6.76E-06		|	1.02E-05		|
|		725		|	1.36E-06		|	9.12E-06		|	1.02E-05		|
|		730		|	1.38E-06		|	6.88E-06		|	1.02E-05		|
|		735		|	4.32E-06		|	6.09E-06		|	1.02E-05		|
|		740		|	1.38E-06		|	4.88E-06		|	1.02E-05		|
|		745		|	1.35E-06		|	5.70E-06		|	1.02E-05		|
|		750		|	3.85E-06		|	4.92E-06		|	1.02E-05		|
|		755		|	1.43E-06		|	7.11E-06		|	1.02E-05		|
|		760		|	4.35E-06		|	7.69E-06		|	1.02E-05		|
|		765		|	1.33E-06		|	4.51E-06		|	1.02E-05		|
|		770		|	1.40E-06		|	4.66E-06		|	1.02E-05		|
|		775		|	1.39E-06		|	7.05E-06		|	1.02E-05		|
|		780		|	4.50E-06		|	8.99E-06		|	1.02E-05		|
|		785		|	1.53E-06		|	4.52E-06		|	1.02E-05		|
|		790		|	1.47E-06		|	4.84E-06		|	1.02E-05		|
|		795		|	1.74E-06		|	8.94E-06		|	1.02E-05		|
|		800		|	1.37E-06		|	4.79E-06		|	1.02E-05		|
|		805		|	1.38E-06		|	4.65E-06		|	1.02E-05		|
|		810		|	1.34E-06		|	4.83E-06		|	1.02E-05		|
|		815		|	4.77E-06		|	5.31E-06		|	1.02E-05		|
|		820		|	2.17E-06		|	5.08E-06		|	1.02E-05		|
|		825		|	1.44E-06		|	6.05E-06		|	1.02E-05		|
|		830		|	3.15E-06		|	5.04E-06		|	1.02E-05		|
|		835		|	1.79E-06		|	5.88E-06		|	1.02E-05		|
|		840		|	1.41E-06		|	8.89E-06		|	1.02E-05		|
|		845		|	1.50E-06		|	6.75E-06		|	1.02E-05		|
|		850		|	4.40E-06		|	4.73E-06		|	1.02E-05		|
|		855		|	1.45E-06		|	4.61E-06		|	1.02E-05		|
|		860		|	1.54E-06		|	9.59E-06		|	1.02E-05		|
|		865		|	3.66E-06		|	5.00E-06		|	1.02E-05		|
|		870		|	1.84E-06		|	5.41E-06		|	1.02E-05		|
|		875		|	1.37E-06		|	7.56E-06		|	1.02E-05		|
|		880		|	1.38E-06		|	6.64E-06		|	1.02E-05		|
|		885		|	1.37E-06		|	4.77E-06		|	1.02E-05		|
|		890		|	1.58E-06		|	4.73E-06		|	1.02E-05		|
|		895		|	1.68E-06		|	6.41E-06		|	1.02E-05		|
|		900		|	1.36E-06		|	5.67E-06		|	1.02E-05		|
|		905		|	1.38E-06		|	7.62E-06		|	1.02E-05		|
|		910		|	1.38E-06		|	4.77E-06		|	1.02E-05		|
|		915		|	1.43E-06		|	5.95E-06		|	1.02E-05		|
|		920		|	1.44E-06		|	5.44E-06		|	1.02E-05		|
|		925		|	2.23E-06		|	5.11E-06		|	1.02E-05		|
|		930		|	4.75E-06		|	5.07E-06		|	1.02E-05		|
|		935		|	1.45E-06		|	5.39E-06		|	1.02E-05		|
|		940		|	4.49E-06		|	5.44E-06		|	1.02E-05		|
|		945		|	3.54E-07		|	7.47E-06		|	1.02E-05		|
|		950		|	1.36E-06		|	4.74E-06		|	1.02E-05		|
|		955		|	3.51E-06		|	6.69E-06		|	1.02E-05		|
|		960		|	1.41E-06		|	5.93E-06		|	1.02E-05		|
|		965		|	1.39E-06		|	6.03E-06		|	1.02E-05		|
|		970		|	1.58E-06		|	6.30E-06		|	1.02E-05		|
|		975		|	4.47E-06		|	5.53E-06		|	1.02E-05		|
|		980		|	1.48E-06		|	5.60E-06		|	1.02E-05		|
|		985		|	4.29E-06		|	6.88E-06		|	1.02E-05		|
|		990		|	4.58E-06		|	4.84E-06		|	1.02E-05		|
|		995		|	1.37E-06		|	5.29E-06		|	1.02E-05		|
|		1000		|	4.47E-06		|	6.72E-06		|	1.02E-05		|
|		1005		|	1.46E-06		|	7.09E-06		|	1.02E-05		|
|		1010		|	1.59E-06		|	5.40E-06		|	1.02E-05		|
|		1015		|	4.55E-06		|	5.29E-06		|	1.02E-05		|
|		1020		|	1.47E-06		|	4.74E-06		|	1.02E-05		|
|		10		|	1.35E-06		|	5.68E-06		|	9.79E-06		|
|		20		|	1.37E-06		|	6.16E-06		|	9.81E-06		|
|		30		|	1.35E-06		|	7.26E-06		|	9.81E-06		|
|		10		|	1.38E-06		|	8.57E-06		|	9.94E-06		|
|		20		|	1.34E-06		|	4.86E-06		|	1.02E-05		|
|		10		|	1.33E-06		|	5.18E-06		|	9.79E-06		|
|		20		|	1.35E-06		|	8.05E-06		|	1.01E-05		|
|		30		|	1.38E-06		|	4.87E-06		|	1.01E-05		|
|		40		|	1.37E-06		|	7.34E-06		|	1.01E-05		|
|		50		|	1.35E-06		|	8.31E-06		|	1.01E-05		|
|		60		|	1.36E-06		|	7.95E-06		|	1.01E-05		|
|		70		|	1.39E-06		|	8.97E-06		|	1.01E-05		|
|		80		|	1.37E-06		|	7.38E-06		|	1.01E-05		|
|		90		|	1.36E-06		|	8.38E-06		|	1.01E-05		|
|		100		|	1.38E-06		|	4.84E-06		|	1.01E-05		|
|		110		|	1.35E-06		|	8.99E-06		|	1.01E-05		|
|		120		|	1.41E-06		|	5.94E-06		|	1.01E-05		|
|		130		|	1.39E-06		|	4.78E-06		|	1.01E-05		|
|		140		|	1.35E-06		|	4.75E-06		|	1.01E-05		|
|		150		|	1.37E-06		|	4.88E-06		|	1.02E-05		|
|		160		|	1.35E-06		|	5.37E-06		|	1.02E-05		|
|		170		|	1.41E-06		|	7.39E-06		|	1.02E-05		|
|		180		|	1.37E-06		|	6.32E-06		|	1.02E-05		|
|		190		|	1.37E-06		|	7.12E-06		|	1.02E-05		|
|		200		|	1.36E-06		|	7.75E-06		|	1.02E-05		|
|		210		|	1.39E-06		|	5.36E-06		|	1.02E-05		|
|		220		|	5.34E-07		|	5.53E-06		|	1.02E-05		|
|		230		|	1.37E-06		|	9.11E-06		|	1.02E-05		|
|		240		|	1.36E-06		|	5.42E-06		|	1.02E-05		|
|		250		|	1.38E-06		|	9.04E-06		|	1.02E-05		|
|		260		|	1.35E-06		|	5.70E-06		|	1.02E-05		|
|		270		|	1.36E-06		|	5.58E-06		|	1.02E-05		|
|		280		|	1.39E-06		|	6.13E-06		|	1.02E-05		|
|		290		|	1.35E-06		|	4.89E-06		|	1.02E-05		|
|		300		|	1.38E-06		|	5.78E-06		|	1.02E-05		|
|		310		|	1.34E-06		|	4.67E-06		|	1.02E-05		|
|		320		|	1.40E-06		|	7.73E-06		|	1.02E-05		|
|		330		|	1.32E-06		|	5.00E-06		|	1.02E-05		|
|		340		|	1.33E-06		|	8.27E-06		|	1.02E-05		|
|		350		|	1.39E-06		|	4.95E-06		|	1.02E-05		|
|		360		|	1.37E-06		|	4.99E-06		|	1.02E-05		|
|		370		|	1.36E-06		|	5.54E-06		|	1.02E-05		|
|		380		|	1.39E-06		|	6.40E-06		|	1.02E-05		|
|		390		|	1.35E-06		|	5.45E-06		|	1.02E-05		|
|		400		|	1.40E-06		|	7.75E-06		|	1.02E-05		|
|		410		|	1.34E-06		|	7.12E-06		|	1.02E-05		|
|		420		|	1.37E-06		|	7.94E-06		|	1.02E-05		|
|		430		|	1.40E-06		|	5.00E-06		|	1.02E-05		|
|		440		|	1.38E-06		|	7.21E-06		|	1.02E-05		|
|		450		|	1.35E-06		|	6.09E-06		|	1.02E-05		|
|		460		|	1.38E-06		|	5.07E-06		|	1.02E-05		|
|		470		|	1.37E-06		|	4.67E-06		|	1.02E-05		|
|		480		|	1.37E-06		|	8.19E-06		|	1.02E-05		|
|		490		|	1.34E-06		|	5.00E-06		|	1.02E-05		|
|		500		|	1.36E-06		|	4.91E-06		|	1.02E-05		|
|		510		|	1.36E-06		|	4.80E-06		|	1.02E-05		|
|		520		|	1.35E-06		|	5.32E-06		|	1.02E-05		|
|		530		|	1.35E-06		|	5.63E-06		|	1.02E-05		|
|		540		|	1.37E-06		|	6.66E-06		|	1.02E-05		|
|		550		|	1.34E-06		|	5.56E-06		|	1.02E-05		|
|		560		|	1.35E-06		|	5.10E-06		|	1.02E-05		|
|		570		|	1.34E-06		|	4.80E-06		|	1.02E-05		|
|		580		|	1.41E-06		|	4.93E-06		|	1.02E-05		|
|		590		|	1.37E-06		|	5.26E-06		|	1.02E-05		|
|		600		|	1.36E-06		|	4.78E-06		|	1.02E-05		|
|		610		|	1.38E-06		|	5.69E-06		|	1.02E-05		|
|		620		|	1.35E-06		|	5.17E-06		|	1.02E-05		|
|		630		|	1.33E-06		|	5.01E-06		|	1.02E-05		|
|		640		|	1.37E-06		|	4.92E-06		|	1.02E-05		|
|		650		|	1.35E-06		|	4.96E-06		|	1.02E-05		|
|		660		|	1.35E-06		|	5.03E-06		|	1.02E-05		|
|		670		|	1.38E-06		|	6.10E-06		|	1.02E-05		|
|		680		|	1.35E-06		|	5.46E-06		|	1.02E-05		|
|		690		|	1.33E-06		|	5.39E-06		|	1.02E-05		|
|		700		|	1.07E-06		|	5.11E-06		|	1.02E-05		|
|		710		|	1.38E-06		|	8.03E-06		|	1.02E-05		|
|		720		|	1.36E-06		|	5.33E-06		|	1.02E-05		|
|		730		|	1.36E-06		|	6.38E-06		|	1.02E-05		|
|		740		|	1.42E-06		|	5.41E-06		|	1.02E-05		|
|		750		|	1.37E-06		|	5.90E-06		|	1.02E-05		|
|		760		|	1.35E-06		|	8.88E-06		|	1.02E-05		|
|		770		|	1.33E-06		|	4.87E-06		|	1.02E-05		|
|		780		|	1.36E-06		|	5.05E-06		|	1.02E-05		|
|		790		|	1.39E-06		|	5.50E-06		|	1.02E-05		|
|		800		|	1.37E-06		|	5.06E-06		|	1.02E-05		|
|		810		|	1.37E-06		|	4.81E-06		|	1.02E-05		|
|		820		|	1.41E-06		|	4.85E-06		|	1.02E-05		|
|		830		|	1.35E-06		|	5.81E-06		|	1.02E-05		|
|		840		|	1.37E-06		|	4.72E-06		|	1.02E-05		|
|		850		|	1.42E-06		|	6.52E-06		|	1.02E-05		|
|		860		|	1.34E-06		|	5.75E-06		|	1.02E-05		|
|		870		|	1.35E-06		|	4.96E-06		|	1.02E-05		|
|		880		|	1.34E-06		|	4.83E-06		|	1.02E-05		|
|		890		|	1.35E-06		|	7.24E-06		|	1.02E-05		|
|		900		|	1.37E-06		|	4.69E-06		|	1.02E-05		|
|		910		|	1.34E-06		|	7.12E-06		|	1.02E-05		|
|		920		|	1.36E-06		|	4.68E-06		|	1.02E-05		|
|		930		|	1.35E-06		|	5.20E-06		|	1.02E-05		|
|		940		|	1.09E-06		|	5.75E-06		|	1.02E-05		|
|		950		|	1.34E-06		|	8.65E-06		|	1.02E-05		|
|		960		|	1.37E-06		|	6.17E-06		|	1.02E-05		|
|		970		|	1.34E-06		|	4.90E-06		|	1.02E-05		|
|		980		|	1.37E-06		|	4.76E-06		|	1.02E-05		|
|		990		|	1.36E-06		|	4.68E-06		|	1.02E-05		|
|		1000		|	1.36E-06		|	8.24E-06		|	1.02E-05		|
|		1010		|	1.37E-06		|	7.84E-06		|	1.02E-05		|
|		1020		|	1.45E-06		|	6.91E-06		|	1.02E-05		|
|		1030		|	1.39E-06		|	5.14E-06		|	1.02E-05		|
|		1040		|	1.35E-06		|	4.89E-06		|	1.02E-05		|
|		1050		|	1.35E-06		|	4.73E-06		|	1.02E-05		|
|		1060		|	1.35E-06		|	4.71E-06		|	1.02E-05		|
|		1070		|	1.37E-06		|	4.94E-06		|	1.02E-05		|
|		1080		|	1.39E-06		|	5.34E-06		|	1.02E-05		|
|		1090		|	1.36E-06		|	7.86E-06		|	1.02E-05		|
|		1100		|	1.36E-06		|	5.21E-06		|	1.02E-05		|
|		1110		|	1.35E-06		|	4.84E-06		|	1.02E-05		|
|		1120		|	1.34E-06		|	5.88E-06		|	1.02E-05		|
|		1130		|	1.39E-06		|	5.74E-06		|	1.02E-05		|
|		1140		|	1.38E-06		|	4.87E-06		|	1.02E-05		|
|		1150		|	1.35E-06		|	6.23E-06		|	1.02E-05		|
|		1160		|	1.37E-06		|	8.74E-06		|	1.02E-05		|
|		1170		|	1.36E-06		|	7.48E-06		|	1.02E-05		|
|		1180		|	1.35E-06		|	8.58E-06		|	1.02E-05		|
|		1190		|	1.37E-06		|	6.82E-06		|	1.02E-05		|
|		1200		|	1.42E-06		|	7.00E-06		|	1.02E-05		|
|		1210		|	1.35E-06		|	5.55E-06		|	1.02E-05		|
|		1220		|	1.36E-06		|	6.85E-06		|	1.02E-05		|
|		1230		|	1.35E-06		|	8.76E-06		|	1.02E-05		|
|		1240		|	1.34E-06		|	5.82E-06		|	1.02E-05		|
|		1250		|	1.35E-06		|	4.90E-06		|	1.02E-05		|
|		1260		|	1.39E-06		|	8.25E-06		|	1.02E-05		|
|		1270		|	1.35E-06		|	8.34E-06		|	1.02E-05		|
|		1280		|	1.36E-06		|	7.77E-06		|	1.02E-05		|
|		1290		|	1.35E-06		|	4.69E-06		|	1.02E-05		|
|		1300		|	1.35E-06		|	4.76E-06		|	1.02E-05		|
|		1310		|	1.37E-06		|	5.97E-06		|	1.02E-05		|
|		1320		|	1.37E-06		|	7.74E-06		|	1.02E-05		|
|		1330		|	1.36E-06		|	9.40E-06		|	1.02E-05		|
|		1340		|	1.38E-06		|	6.27E-06		|	1.02E-05		|
|		1350		|	1.36E-06		|	5.25E-06		|	1.02E-05		|
|		1360		|	1.36E-06		|	4.90E-06		|	1.02E-05		|
|		1370		|	1.35E-06		|	4.93E-06		|	1.02E-05		|
|		1380		|	1.36E-06		|	4.76E-06		|	1.02E-05		|
|		1390		|	1.37E-06		|	8.09E-06		|	1.02E-05		|
|		1400		|	1.37E-06		|	5.74E-06		|	1.02E-05		|
|		1410		|	1.39E-06		|	5.20E-06		|	1.02E-05		|
|		1420		|	1.35E-06		|	5.00E-06		|	1.02E-05		|
|		1430		|	1.35E-06		|	7.05E-06		|	1.02E-05		|
|		1440		|	1.36E-06		|	4.82E-06		|	1.02E-05		|
|		1450		|	1.37E-06		|	5.77E-06		|	1.02E-05		|
|		1460		|	1.37E-06		|	4.79E-06		|	1.02E-05		|
|		1470		|	1.37E-06		|	9.09E-06		|	1.02E-05		|
|		1480		|	1.34E-06		|	7.28E-06		|	1.02E-05		|
|		1490		|	1.37E-06		|	7.79E-06		|	1.02E-05		|
|		1500		|	1.44E-06		|	8.32E-06		|	1.02E-05		|
|		1510		|	1.40E-06		|	5.21E-06		|	1.02E-05		|
|		1520		|	1.36E-06		|	8.07E-06		|	1.02E-05		|
|		1530		|	1.38E-06		|	8.50E-06		|	1.02E-05		|
|		1540		|	1.35E-06		|	5.86E-06		|	1.02E-05		|
|		1550		|	1.36E-06		|	8.71E-06		|	1.02E-05		|
|		1560		|	1.36E-06		|	5.26E-06		|	1.02E-05		|
|		1570		|	1.38E-06		|	5.25E-06		|	1.02E-05		|
|		1580		|	1.35E-06		|	4.57E-06		|	1.02E-05		|
|		1590		|	1.37E-06		|	8.45E-06		|	1.02E-05		|
|		1600		|	1.34E-06		|	7.83E-06		|	1.02E-05		|
|		1610		|	1.36E-06		|	7.46E-06		|	1.02E-05		|
|		1620		|	1.33E-06		|	4.79E-06		|	1.02E-05		|
|		1630		|	1.11E-06		|	6.28E-06		|	1.02E-05		|
|		1640		|	1.35E-06		|	6.59E-06		|	1.02E-05		|
|		1650		|	1.37E-06		|	5.71E-06		|	1.02E-05		|
|		1660		|	1.41E-06		|	5.33E-06		|	1.02E-05		|
|		1670		|	1.34E-06		|	5.04E-06		|	1.02E-05		|
|		1680		|	1.35E-06		|	4.73E-06		|	1.02E-05		|
|		1690		|	1.38E-06		|	7.31E-06		|	1.02E-05		|
|		1700		|	1.09E-06		|	6.19E-06		|	1.02E-05		|
|		1710		|	1.35E-06		|	7.60E-06		|	1.02E-05		|
|		1720		|	1.37E-06		|	4.94E-06		|	1.02E-05		|
|		1730		|	1.38E-06		|	4.96E-06		|	1.02E-05		|
|		1740		|	1.34E-06		|	9.29E-06		|	1.02E-05		|
|		1750		|	1.42E-06		|	8.30E-06		|	1.02E-05		|
|		1760		|	1.34E-06		|	4.82E-06		|	1.02E-05		|
|		1770		|	1.39E-06		|	4.72E-06		|	1.02E-05		|
|		1780		|	1.37E-06		|	9.32E-06		|	1.02E-05		|
|		1790		|	1.12E-06		|	5.77E-06		|	1.02E-05		|
|		1800		|	1.38E-06		|	4.99E-06		|	1.02E-05		|
|		1810		|	1.36E-06		|	5.24E-06		|	1.02E-05		|
|		1820		|	1.37E-06		|	5.14E-06		|	1.02E-05		|
|		1830		|	1.51E-06		|	7.25E-06		|	1.02E-05		|
|		1840		|	1.35E-06		|	4.78E-06		|	1.02E-05		|
|		1850		|	1.34E-06		|	7.77E-06		|	1.02E-05		|
|		1860		|	1.37E-06		|	4.80E-06		|	1.02E-05		|
|		1870		|	1.35E-06		|	4.72E-06		|	1.02E-05		|
|		1880		|	1.36E-06		|	4.88E-06		|	1.02E-05		|
|		1890		|	1.36E-06		|	5.60E-06		|	1.02E-05		|
|		1900		|	1.36E-06		|	4.69E-06		|	1.02E-05		|
|		1910		|	1.37E-06		|	9.01E-06		|	1.02E-05		|
|		1920		|	1.37E-06		|	5.89E-06		|	1.02E-05		|
|		1930		|	1.38E-06		|	5.63E-06		|	1.02E-05		|
|		1940		|	1.35E-06		|	5.31E-06		|	1.02E-05		|
|		1950		|	1.42E-06		|	5.43E-06		|	1.02E-05		|
|		1960		|	1.39E-06		|	8.55E-06		|	1.02E-05		|
|		1970		|	1.34E-06		|	5.84E-06		|	1.02E-05		|
|		1980		|	1.35E-06		|	6.00E-06		|	1.02E-05		|
|		1990		|	1.34E-06		|	5.44E-06		|	1.02E-05		|
|		2000		|	1.36E-06		|	6.63E-06		|	1.02E-05		|
|		2010		|	1.40E-06		|	5.00E-06		|	1.02E-05		|
|		2020		|	1.37E-06		|	8.32E-06		|	1.02E-05		|
|		2030		|	1.36E-06		|	4.70E-06		|	1.02E-05		|
|		2040		|	1.36E-06		|	4.79E-06		|	1.02E-05		|
|		2050		|	1.37E-06		|	6.01E-06		|	1.02E-05		|
|		2060		|	1.35E-06		|	8.16E-06		|	1.02E-05		|
|		2070		|	1.36E-06		|	7.04E-06		|	1.02E-05		|
|		2080		|	1.35E-06		|	5.02E-06		|	1.02E-05		|
|		2090		|	1.08E-06		|	4.97E-06		|	1.02E-05		|
|		2100		|	1.36E-06		|	5.64E-06		|	1.02E-05		|
|		2110		|	1.34E-06		|	4.77E-06		|	1.02E-05		|
|		2120		|	1.36E-06		|	6.55E-06		|	1.02E-05		|
|		2130		|	1.02E-06		|	4.75E-06		|	1.02E-05		|
|		2140		|	1.37E-06		|	4.79E-06		|	1.02E-05		|
|		2150		|	1.35E-06		|	4.87E-06		|	1.02E-05		|
|		2160		|	1.38E-06		|	7.04E-06		|	1.02E-05		|
|		2170		|	1.37E-06		|	5.54E-06		|	1.02E-05		|
|		2180		|	1.39E-06		|	4.82E-06		|	1.02E-05		|
|		2190		|	1.44E-06		|	8.84E-06		|	1.02E-05		|
|		2200		|	1.35E-06		|	5.00E-06		|	1.02E-05		|
|		2210		|	1.36E-06		|	7.07E-06		|	1.02E-05		|
|		2220		|	1.12E-06		|	4.90E-06		|	1.02E-05		|
|		2230		|	1.38E-06		|	4.76E-06		|	1.02E-05		|
|		2240		|	1.34E-06		|	8.88E-06		|	1.02E-05		|
|		2250		|	1.40E-06		|	5.47E-06		|	1.02E-05		|
|		2260		|	1.35E-06		|	4.92E-06		|	1.02E-05		|
|		2270		|	1.36E-06		|	4.82E-06		|	1.02E-05		|
|		2280		|	1.35E-06		|	6.03E-06		|	1.02E-05		|
|		2290		|	1.34E-06		|	7.29E-06		|	1.02E-05		|
|		2300		|	1.38E-06		|	4.87E-06		|	1.02E-05		|
|		2310		|	1.37E-06		|	7.01E-06		|	1.02E-05		|
|		2320		|	1.34E-06		|	6.94E-06		|	1.02E-05		|
|		2330		|	1.36E-06		|	5.51E-06		|	1.02E-05		|
|		2340		|	1.36E-06		|	4.75E-06		|	1.02E-05		|
|		2350		|	1.36E-06		|	7.34E-06		|	1.02E-05		|
|		2360		|	1.37E-06		|	4.87E-06		|	1.02E-05		|
|		2370		|	1.41E-06		|	7.43E-06		|	1.02E-05		|
|		2380		|	1.36E-06		|	6.53E-06		|	1.02E-05		|
|		2390		|	1.36E-06		|	8.80E-06		|	1.02E-05		|
|		2400		|	1.37E-06		|	4.88E-06		|	1.02E-05		|
|		2410		|	1.37E-06		|	6.75E-06		|	1.02E-05		|
|		2420		|	1.41E-06		|	5.23E-06		|	1.02E-05		|
|		2430		|	1.35E-06		|	6.13E-06		|	1.02E-05		|
|		2440		|	1.33E-06		|	5.02E-06		|	1.02E-05		|
|		2450		|	1.36E-06		|	5.49E-06		|	1.02E-05		|
|		2460		|	1.36E-06		|	4.60E-06		|	1.02E-05		|
|		2470		|	1.37E-06		|	4.90E-06		|	1.02E-05		|
|		2480		|	1.36E-06		|	4.84E-06		|	1.02E-05		|
|		2490		|	1.39E-06		|	9.54E-06		|	1.02E-05		|
|		2500		|	1.37E-06		|	7.30E-06		|	1.02E-05		|
|		2510		|	1.36E-06		|	5.26E-06		|	1.02E-05		|
|		2520		|	1.35E-06		|	9.00E-06		|	1.02E-05		|
|		2530		|	1.35E-06		|	7.92E-06		|	1.02E-05		|
|		2540		|	1.33E-06		|	5.26E-06		|	1.02E-05		|
|		2550		|	1.37E-06		|	5.32E-06		|	1.02E-05		|
|		2560		|	1.39E-06		|	9.37E-06		|	1.02E-05		|
|		2570		|	1.35E-06		|	5.34E-06		|	1.02E-05		|
|		2580		|	1.37E-06		|	8.95E-06		|	1.02E-05		|
|		2590		|	1.38E-06		|	8.14E-06		|	1.02E-05		|
|		2600		|	1.37E-06		|	5.76E-06		|	1.02E-05		|
|		2610		|	1.36E-06		|	9.10E-06		|	1.02E-05		|
|		2620		|	1.37E-06		|	6.75E-06		|	1.02E-05		|
|		2630		|	1.37E-06		|	5.82E-06		|	1.02E-05		|
|		2640		|	1.36E-06		|	7.37E-06		|	1.02E-05		|
|		2650		|	1.35E-06		|	8.13E-06		|	1.02E-05		|
|		2660		|	1.38E-06		|	7.01E-06		|	1.02E-05		|
|		2670		|	1.36E-06		|	5.27E-06		|	1.02E-05		|
|		2680		|	1.12E-06		|	8.50E-06		|	1.02E-05		|
|		2690		|	1.37E-06		|	4.97E-06		|	1.02E-05		|
|		2700		|	1.33E-06		|	8.44E-06		|	1.02E-05		|
|		2710		|	1.34E-06		|	7.61E-06		|	1.02E-05		|
|		2720		|	1.35E-06		|	5.17E-06		|	1.02E-05		|
|		2730		|	1.35E-06		|	6.96E-06		|	1.02E-05		|
|		2740		|	1.32E-06		|	5.57E-06		|	1.02E-05		|
|		2750		|	1.36E-06		|	4.78E-06		|	1.02E-05		|
|		2760		|	1.37E-06		|	5.33E-06		|	1.02E-05		|
|		2770		|	1.43E-06		|	8.97E-06		|	1.02E-05		|
|		2780		|	1.45E-06		|	4.96E-06		|	1.02E-05		|
|		2790		|	1.34E-06		|	5.45E-06		|	1.02E-05		|
|		2800		|	1.37E-06		|	4.71E-06		|	1.02E-05		|
|		2810		|	1.35E-06		|	5.22E-06		|	1.02E-05		|
|		2820		|	1.34E-06		|	8.07E-06		|	1.02E-05		|
|		2830		|	1.36E-06		|	4.77E-06		|	1.02E-05		|
|		2840		|	1.36E-06		|	5.29E-06		|	1.02E-05		|
|		2850		|	1.36E-06		|	4.78E-06		|	1.02E-05		|
|		2860		|	1.37E-06		|	7.97E-06		|	1.02E-05		|
|		2870		|	1.38E-06		|	7.01E-06		|	1.02E-05		|
|		2880		|	1.34E-06		|	5.44E-06		|	1.02E-05		|
|		2890		|	1.43E-06		|	9.30E-06		|	1.02E-05		|
|		2900		|	1.39E-06		|	4.96E-06		|	1.02E-05		|
|		2910		|	1.35E-06		|	7.61E-06		|	1.02E-05		|
|		2920		|	1.37E-06		|	7.53E-06		|	1.02E-05		|
|		2930		|	1.39E-06		|	5.46E-06		|	1.02E-05		|
|		2940		|	1.09E-06		|	6.13E-06		|	1.02E-05		|
|		2950		|	1.36E-06		|	5.15E-06		|	1.02E-05		|
|		2960		|	1.36E-06		|	5.59E-06		|	1.02E-05		|
|		2970		|	1.39E-06		|	6.43E-06		|	1.02E-05		|
|		2980		|	1.33E-06		|	4.98E-06		|	1.02E-05		|
|		2990		|	1.34E-06		|	5.00E-06		|	1.02E-05		|
|		3000		|	1.36E-06		|	8.25E-06		|	1.02E-05		|
|		3010		|	1.35E-06		|	5.36E-06		|	1.02E-05		|
|		3020		|	1.35E-06		|	5.09E-06		|	1.02E-05		|
|		3030		|	1.36E-06		|	9.12E-06		|	1.02E-05		|
|		3040		|	1.34E-06		|	8.53E-06		|	1.02E-05		|
|		3050		|	1.34E-06		|	7.65E-06		|	1.02E-05		|
|		3060		|	1.36E-06		|	5.45E-06		|	1.02E-05		|
|		3070		|	1.35E-06		|	5.69E-06		|	1.02E-05		|
|		3080		|	1.38E-06		|	7.10E-06		|	1.02E-05		|
|		3090		|	1.34E-06		|	4.83E-06		|	1.02E-05		|
|		3100		|	1.36E-06		|	8.14E-06		|	1.02E-05		|
|		3110		|	1.34E-06		|	4.83E-06		|	1.02E-05		|
|		3120		|	1.35E-06		|	5.61E-06		|	1.02E-05		|
|		3130		|	1.35E-06		|	6.74E-06		|	1.02E-05		|
|		3140		|	1.41E-06		|	7.73E-06		|	1.02E-05		|
|		3150		|	1.35E-06		|	7.12E-06		|	1.02E-05		|
|		3160		|	1.35E-06		|	5.09E-06		|	1.02E-05		|
|		3170		|	1.34E-06		|	8.66E-06		|	1.02E-05		|
|		3180		|	1.35E-06		|	4.76E-06		|	1.02E-05		|
|		3190		|	1.39E-06		|	5.30E-06		|	1.02E-05		|
|		3200		|	1.39E-06		|	6.77E-06		|	1.02E-05		|
