|	no. of generations	|	minimum fitness 	|	50th percentile fitness	|	maximum fitness 	|
-----------------------------------------------------------------------------------------------------------------------
|		3210		|	9.70E-07		|	8.35E-06		|	1.02E-05		|
|		3220		|	1.36E-06		|	6.12E-06		|	1.02E-05		|
|		3230		|	1.37E-06		|	6.77E-06		|	1.02E-05		|
|		3240		|	1.36E-06		|	5.09E-06		|	1.02E-05		|
|		3250		|	1.36E-06		|	5.85E-06		|	1.02E-05		|
|		3260		|	1.37E-06		|	5.39E-06		|	1.02E-05		|
|		3270		|	1.35E-06		|	4.64E-06		|	1.02E-05		|
|		3280		|	1.38E-06		|	7.61E-06		|	1.02E-05		|
|		3290		|	1.37E-06		|	5.01E-06		|	1.02E-05		|
|		3300		|	1.34E-06		|	7.45E-06		|	1.02E-05		|
|		3310		|	1.38E-06		|	6.69E-06		|	1.02E-05		|
|		3320		|	1.41E-06		|	5.69E-06		|	1.02E-05		|
|		3330		|	1.38E-06		|	5.40E-06		|	1.02E-05		|
|		3340		|	1.36E-06		|	5.18E-06		|	1.02E-05		|
|		3350		|	1.36E-06		|	7.37E-06		|	1.02E-05		|
|		3360		|	1.36E-06		|	4.84E-06		|	1.02E-05		|
|		3370		|	1.36E-06		|	6.07E-06		|	1.02E-05		|
|		3380		|	1.35E-06		|	5.32E-06		|	1.02E-05		|
|		3390		|	1.36E-06		|	4.97E-06		|	1.02E-05		|
|		3400		|	1.37E-06		|	6.13E-06		|	1.02E-05		|
|		3410		|	1.35E-06		|	7.81E-06		|	1.02E-05		|
|		3420		|	1.37E-06		|	5.19E-06		|	1.02E-05		|
|		3430		|	1.35E-06		|	4.74E-06		|	1.02E-05		|
|		3440		|	1.36E-06		|	4.90E-06		|	1.02E-05		|
|		3450		|	1.35E-06		|	5.71E-06		|	1.02E-05		|
|		3460		|	1.39E-06		|	4.95E-06		|	1.02E-05		|
|		3470		|	1.38E-06		|	7.09E-06		|	1.02E-05		|
|		3480		|	1.34E-06		|	4.82E-06		|	1.02E-05		|
|		3490		|	1.39E-06		|	9.02E-06		|	1.02E-05		|
|		3500		|	1.36E-06		|	8.93E-06		|	1.02E-05		|
|		3510		|	1.35E-06		|	4.87E-06		|	1.02E-05		|
|		3520		|	1.37E-06		|	5.05E-06		|	1.02E-05		|
|		3530		|	1.34E-06		|	4.79E-06		|	1.02E-05		|
|		3540		|	1.36E-06		|	8.87E-06		|	1.02E-05		|
|		3550		|	1.20E-06		|	5.52E-06		|	1.02E-05		|
|		3560		|	1.36E-06		|	5.16E-06		|	1.02E-05		|
|		3570		|	1.38E-06		|	4.63E-06		|	1.02E-05		|
|		3580		|	1.41E-06		|	5.31E-06		|	1.02E-05		|
|		3590		|	1.31E-06		|	4.86E-06		|	1.02E-05		|
|		3600		|	1.40E-06		|	6.95E-06		|	1.02E-05		|
|		3610		|	1.35E-06		|	4.79E-06		|	1.02E-05		|
|		3620		|	1.36E-06		|	5.09E-06		|	1.02E-05		|
|		3630		|	1.39E-06		|	4.84E-06		|	1.02E-05		|
|		3640		|	1.37E-06		|	4.92E-06		|	1.02E-05		|
|		3650		|	1.35E-06		|	4.79E-06		|	1.02E-05		|
|		3660		|	1.34E-06		|	4.84E-06		|	1.02E-05		|
|		3670		|	1.34E-06		|	4.92E-06		|	1.02E-05		|
|		3680		|	1.36E-06		|	4.65E-06		|	1.02E-05		|
|		3690		|	1.36E-06		|	8.58E-06		|	1.02E-05		|
|		3700		|	1.35E-06		|	6.95E-06		|	1.02E-05		|
|		3710		|	1.40E-06		|	4.85E-06		|	1.02E-05		|
|		3720		|	1.35E-06		|	4.83E-06		|	1.02E-05		|
|		3730		|	1.42E-06		|	5.07E-06		|	1.02E-05		|
|		3740		|	1.35E-06		|	8.20E-06		|	1.02E-05		|
|		3750		|	1.33E-06		|	4.67E-06		|	1.02E-05		|
|		3760		|	1.35E-06		|	9.29E-06		|	1.02E-05		|
|		3770		|	1.34E-06		|	4.67E-06		|	1.02E-05		|
|		3780		|	1.36E-06		|	5.46E-06		|	1.02E-05		|
|		3790		|	1.36E-06		|	8.10E-06		|	1.02E-05		|
|		3800		|	1.42E-06		|	8.30E-06		|	1.02E-05		|
|		3810		|	1.36E-06		|	5.53E-06		|	1.02E-05		|
|		3820		|	1.34E-06		|	5.88E-06		|	1.02E-05		|
|		3830		|	1.35E-06		|	7.11E-06		|	1.02E-05		|
|		3840		|	1.36E-06		|	4.83E-06		|	1.02E-05		|
|		3850		|	1.36E-06		|	7.48E-06		|	1.02E-05		|
|		3860		|	1.39E-06		|	4.85E-06		|	1.02E-05		|
|		3870		|	1.38E-06		|	6.74E-06		|	1.02E-05		|
|		3880		|	1.37E-06		|	5.13E-06		|	1.02E-05		|
|		3890		|	1.36E-06		|	4.97E-06		|	1.02E-05		|
|		3900		|	1.37E-06		|	5.25E-06		|	1.02E-05		|
|		3910		|	1.39E-06		|	5.48E-06		|	1.02E-05		|
|		3920		|	1.37E-06		|	4.83E-06		|	1.02E-05		|
|		3930		|	1.37E-06		|	5.66E-06		|	1.02E-05		|
|		3940		|	1.36E-06		|	5.60E-06		|	1.02E-05		|
|		3950		|	1.38E-06		|	5.05E-06		|	1.02E-05		|
|		3960		|	1.35E-06		|	5.44E-06		|	1.02E-05		|
|		3970		|	1.36E-06		|	5.25E-06		|	1.02E-05		|
|		3980		|	1.36E-06		|	4.94E-06		|	1.02E-05		|
|		3990		|	1.37E-06		|	6.89E-06		|	1.02E-05		|
|		4000		|	1.36E-06		|	5.29E-06		|	1.02E-05		|
|		4010		|	1.38E-06		|	5.54E-06		|	1.02E-05		|
|		4020		|	1.38E-06		|	5.35E-06		|	1.02E-05		|
|		4030		|	1.36E-06		|	4.85E-06		|	1.02E-05		|
|		4040		|	1.37E-06		|	6.27E-06		|	1.02E-05		|
|		4050		|	1.36E-06		|	6.32E-06		|	1.02E-05		|
|		4060		|	1.36E-06		|	4.85E-06		|	1.02E-05		|
|		4070		|	1.37E-06		|	4.99E-06		|	1.02E-05		|
|		4080		|	1.36E-06		|	9.01E-06		|	1.02E-05		|
|		4090		|	1.36E-06		|	6.60E-06		|	1.02E-05		|
|		4100		|	1.40E-06		|	5.84E-06		|	1.02E-05		|
|		4110		|	1.36E-06		|	5.04E-06		|	1.02E-05		|
|		4120		|	1.34E-06		|	7.20E-06		|	1.02E-05		|
|		4130		|	1.35E-06		|	4.97E-06		|	1.02E-05		|
|		4140		|	1.36E-06		|	7.41E-06		|	1.02E-05		|
|		4150		|	1.38E-06		|	9.09E-06		|	1.02E-05		|
|		4160		|	1.37E-06		|	5.74E-06		|	1.02E-05		|
|		4170		|	1.36E-06		|	6.24E-06		|	1.02E-05		|
|		4180		|	1.36E-06		|	4.81E-06		|	1.02E-05		|
|		4190		|	1.36E-06		|	7.29E-06		|	1.02E-05		|
|		4200		|	1.34E-06		|	5.10E-06		|	1.02E-05		|
|		4210		|	1.38E-06		|	5.21E-06		|	1.02E-05		|
|		4220		|	1.34E-06		|	5.08E-06		|	1.02E-05		|
|		4230		|	1.37E-06		|	4.58E-06		|	1.02E-05		|
|		4240		|	1.35E-06		|	7.96E-06		|	1.02E-05		|
|		4250		|	1.18E-06		|	9.01E-06		|	1.02E-05		|
|		4260		|	1.35E-06		|	8.94E-06		|	1.02E-05		|
|		4270		|	1.34E-06		|	5.14E-06		|	1.02E-05		|
|		4280		|	1.03E-06		|	5.16E-06		|	1.02E-05		|
|		4290		|	1.36E-06		|	4.92E-06		|	1.02E-05		|
|		4300		|	1.36E-06		|	5.09E-06		|	1.02E-05		|
|		4310		|	1.38E-06		|	5.02E-06		|	1.02E-05		|
|		4320		|	1.34E-06		|	7.08E-06		|	1.02E-05		|
|		4330		|	1.36E-06		|	4.70E-06		|	1.02E-05		|
|		4340		|	1.39E-06		|	8.40E-06		|	1.02E-05		|
|		4350		|	1.35E-06		|	9.38E-06		|	1.02E-05		|
|		4360		|	1.35E-06		|	8.53E-06		|	1.02E-05		|
|		4370		|	1.41E-06		|	5.13E-06		|	1.02E-05		|
|		4380		|	1.35E-06		|	4.96E-06		|	1.02E-05		|
|		4390		|	1.36E-06		|	8.82E-06		|	1.02E-05		|
|		4400		|	9.13E-07		|	4.96E-06		|	1.02E-05		|
|		4410		|	1.35E-06		|	4.56E-06		|	1.02E-05		|
|		4420		|	1.36E-06		|	4.87E-06		|	1.02E-05		|
|		4430		|	1.37E-06		|	9.33E-06		|	1.02E-05		|
|		4440		|	1.36E-06		|	8.10E-06		|	1.02E-05		|
|		4450		|	1.37E-06		|	6.66E-06		|	1.02E-05		|
|		4460		|	1.37E-06		|	7.20E-06		|	1.02E-05		|
|		4470		|	1.35E-06		|	5.51E-06		|	1.02E-05		|
|		4480		|	1.36E-06		|	5.00E-06		|	1.02E-05		|
|		4490		|	1.38E-06		|	5.40E-06		|	1.02E-05		|
|		4500		|	1.39E-06		|	8.86E-06		|	1.02E-05		|
|		4510		|	1.34E-06		|	5.18E-06		|	1.02E-05		|
|		4520		|	1.39E-06		|	5.40E-06		|	1.02E-05		|
|		4530		|	1.41E-06		|	6.52E-06		|	1.02E-05		|
|		4540		|	1.35E-06		|	5.75E-06		|	1.02E-05		|
|		4550		|	1.37E-06		|	5.47E-06		|	1.02E-05		|
|		4560		|	1.37E-06		|	8.35E-06		|	1.02E-05		|
|		4570		|	1.35E-06		|	6.45E-06		|	1.02E-05		|
|		4580		|	1.37E-06		|	5.07E-06		|	1.02E-05		|
|		4590		|	1.37E-06		|	7.30E-06		|	1.02E-05		|
|		4600		|	1.37E-06		|	5.08E-06		|	1.02E-05		|
|		4610		|	1.37E-06		|	8.50E-06		|	1.02E-05		|
|		4620		|	1.01E-06		|	4.68E-06		|	1.02E-05		|
|		4630		|	1.44E-06		|	9.26E-06		|	1.02E-05		|
|		4640		|	1.37E-06		|	5.23E-06		|	1.02E-05		|
|		4650		|	1.37E-06		|	8.59E-06		|	1.02E-05		|
|		4660		|	1.37E-06		|	6.03E-06		|	1.02E-05		|
|		4670		|	1.41E-06		|	6.22E-06		|	1.02E-05		|
|		4680		|	1.36E-06		|	9.28E-06		|	1.02E-05		|
|		4690		|	1.38E-06		|	8.16E-06		|	1.02E-05		|
|		4700		|	1.39E-06		|	5.09E-06		|	1.02E-05		|
|		4710		|	1.35E-06		|	6.02E-06		|	1.02E-05		|
|		4720		|	1.35E-06		|	5.30E-06		|	1.02E-05		|
|		4730		|	1.37E-06		|	4.63E-06		|	1.02E-05		|
|		4740		|	1.38E-06		|	5.34E-06		|	1.02E-05		|
|		4750		|	1.36E-06		|	7.35E-06		|	1.02E-05		|
|		4760		|	1.36E-06		|	8.24E-06		|	1.02E-05		|
|		4770		|	1.38E-06		|	8.67E-06		|	1.02E-05		|
|		4780		|	1.37E-06		|	8.38E-06		|	1.02E-05		|
|		4790		|	1.34E-06		|	5.44E-06		|	1.02E-05		|
|		4800		|	7.15E-08		|	5.55E-06		|	1.02E-05		|
|		4810		|	1.38E-06		|	4.69E-06		|	1.02E-05		|
|		4820		|	1.36E-06		|	8.56E-06		|	1.02E-05		|
|		4830		|	1.36E-06		|	5.34E-06		|	1.02E-05		|
|		4840		|	1.37E-06		|	5.06E-06		|	1.02E-05		|
|		4850		|	1.41E-06		|	6.47E-06		|	1.02E-05		|
|		4860		|	1.36E-06		|	5.74E-06		|	1.02E-05		|
|		4870		|	1.36E-06		|	4.83E-06		|	1.02E-05		|
|		4880		|	1.35E-06		|	4.90E-06		|	1.02E-05		|
|		4890		|	1.27E-06		|	4.66E-06		|	1.02E-05		|
|		4900		|	1.35E-06		|	6.68E-06		|	1.02E-05		|
|		4910		|	1.36E-06		|	8.55E-06		|	1.02E-05		|
|		4920		|	1.38E-06		|	4.91E-06		|	1.02E-05		|
|		4930		|	1.35E-06		|	4.85E-06		|	1.02E-05		|
|		4940		|	1.38E-06		|	5.19E-06		|	1.02E-05		|
|		4950		|	1.37E-06		|	5.97E-06		|	1.02E-05		|
|		4960		|	1.36E-06		|	6.77E-06		|	1.02E-05		|
|		4970		|	1.38E-06		|	5.70E-06		|	1.02E-05		|
|		4980		|	1.36E-06		|	4.79E-06		|	1.02E-05		|
|		4990		|	1.36E-06		|	9.10E-06		|	1.02E-05		|
|		5000		|	1.39E-06		|	8.42E-06		|	1.02E-05		|
|		5010		|	1.38E-06		|	5.21E-06		|	1.02E-05		|
|		5020		|	1.30E-06		|	4.80E-06		|	1.02E-05		|
|		5030		|	1.39E-06		|	6.65E-06		|	1.02E-05		|
|		5040		|	1.36E-06		|	4.80E-06		|	1.02E-05		|
|		5050		|	1.37E-06		|	6.07E-06		|	1.02E-05		|
|		5060		|	1.38E-06		|	5.64E-06		|	1.02E-05		|
|		5070		|	1.35E-06		|	5.28E-06		|	1.02E-05		|
|		5080		|	1.37E-06		|	6.77E-06		|	1.02E-05		|
|		5090		|	1.04E-06		|	4.80E-06		|	1.02E-05		|
|		5100		|	1.35E-06		|	9.09E-06		|	1.02E-05		|
|		5110		|	1.37E-06		|	7.22E-06		|	1.02E-05		|
|		5120		|	1.39E-06		|	7.79E-06		|	1.02E-05		|
|		5130		|	1.43E-06		|	6.04E-06		|	1.02E-05		|
|		5140		|	1.38E-06		|	6.11E-06		|	1.02E-05		|
|		5150		|	1.34E-06		|	5.66E-06		|	1.02E-05		|
|		5160		|	1.37E-06		|	4.91E-06		|	1.02E-05		|
|		5170		|	1.36E-06		|	5.51E-06		|	1.02E-05		|
|		5180		|	1.38E-06		|	8.95E-06		|	1.02E-05		|
|		5190		|	1.36E-06		|	8.90E-06		|	1.02E-05		|
|		5200		|	1.34E-06		|	4.95E-06		|	1.02E-05		|
|		5210		|	1.38E-06		|	8.03E-06		|	1.02E-05		|
|		5220		|	1.35E-06		|	8.06E-06		|	1.02E-05		|
|		5230		|	1.37E-06		|	5.24E-06		|	1.02E-05		|
|		5240		|	1.37E-06		|	5.33E-06		|	1.02E-05		|
|		5250		|	1.35E-06		|	7.23E-06		|	1.02E-05		|
|		5260		|	1.34E-06		|	5.23E-06		|	1.02E-05		|
|		5270		|	1.37E-06		|	5.99E-06		|	1.02E-05		|
|		5280		|	1.36E-06		|	5.17E-06		|	1.02E-05		|
|		5290		|	1.36E-06		|	5.54E-06		|	1.02E-05		|
|		5300		|	1.36E-06		|	5.81E-06		|	1.02E-05		|
|		5310		|	1.36E-06		|	8.49E-06		|	1.02E-05		|
|		5320		|	1.35E-06		|	6.18E-06		|	1.02E-05		|
|		5330		|	1.27E-06		|	8.34E-06		|	1.02E-05		|
|		5340		|	1.35E-06		|	5.38E-06		|	1.02E-05		|
|		5350		|	1.37E-06		|	5.13E-06		|	1.02E-05		|
|		5360		|	1.35E-06		|	5.04E-06		|	1.02E-05		|
|		5370		|	1.34E-06		|	9.33E-06		|	1.02E-05		|
|		5380		|	1.37E-06		|	5.03E-06		|	1.02E-05		|
|		5390		|	8.29E-07		|	5.27E-06		|	1.02E-05		|
|		5400		|	1.38E-06		|	6.16E-06		|	1.02E-05		|
|		5410		|	1.37E-06		|	4.95E-06		|	1.02E-05		|
|		5420		|	1.35E-06		|	5.97E-06		|	1.02E-05		|
|		5430		|	1.38E-06		|	6.50E-06		|	1.02E-05		|
|		5440		|	1.36E-06		|	4.86E-06		|	1.02E-05		|
|		5450		|	1.36E-06		|	4.99E-06		|	1.02E-05		|
|		5460		|	1.36E-06		|	7.45E-06		|	1.02E-05		|
|		5470		|	1.35E-06		|	4.54E-06		|	1.02E-05		|
|		5480		|	1.40E-06		|	5.08E-06		|	1.02E-05		|
|		5490		|	1.36E-06		|	5.53E-06		|	1.02E-05		|
|		5500		|	1.38E-06		|	5.69E-06		|	1.02E-05		|
|		5510		|	6.70E-07		|	5.20E-06		|	1.02E-05		|
|		5520		|	1.35E-06		|	4.77E-06		|	1.02E-05		|
|		5530		|	1.40E-06		|	7.17E-06		|	1.02E-05		|
|		5540		|	1.36E-06		|	5.36E-06		|	1.02E-05		|
|		5550		|	1.35E-06		|	5.85E-06		|	1.02E-05		|
|		5560		|	1.38E-06		|	8.75E-06		|	1.02E-05		|
|		5570		|	1.37E-06		|	6.31E-06		|	1.02E-05		|
|		5580		|	1.35E-06		|	5.53E-06		|	1.02E-05		|
|		5590		|	1.20E-06		|	4.69E-06		|	1.02E-05		|
|		5600		|	1.34E-06		|	4.61E-06		|	1.02E-05		|
|		5610		|	1.35E-06		|	4.87E-06		|	1.02E-05		|
|		5620		|	1.36E-06		|	5.07E-06		|	1.02E-05		|
|		5630		|	1.36E-06		|	5.31E-06		|	1.02E-05		|
|		5640		|	1.36E-06		|	7.58E-06		|	1.02E-05		|
|		5650		|	1.37E-06		|	6.99E-06		|	1.02E-05		|
|		5660		|	1.35E-06		|	5.11E-06		|	1.02E-05		|
|		5670		|	1.37E-06		|	4.93E-06		|	1.02E-05		|
|		5680		|	1.36E-06		|	9.04E-06		|	1.02E-05		|
|		5690		|	1.39E-06		|	4.83E-06		|	1.02E-05		|
|		5700		|	1.35E-06		|	9.01E-06		|	1.02E-05		|
|		5710		|	1.35E-06		|	5.01E-06		|	1.02E-05		|
|		5720		|	1.38E-06		|	6.02E-06		|	1.02E-05		|
|		5730		|	1.36E-06		|	5.16E-06		|	1.02E-05		|
|		5740		|	1.32E-06		|	5.00E-06		|	1.02E-05		|
|		5750		|	1.35E-06		|	5.94E-06		|	1.02E-05		|
|		5760		|	1.38E-06		|	5.17E-06		|	1.02E-05		|
|		5770		|	1.39E-06		|	4.80E-06		|	1.02E-05		|
|		5780		|	1.42E-06		|	6.67E-06		|	1.02E-05		|
|		5790		|	1.34E-06		|	4.89E-06		|	1.02E-05		|
|		5800		|	1.39E-06		|	8.02E-06		|	1.02E-05		|
|		5810		|	1.33E-06		|	4.96E-06		|	1.02E-05		|
|		5820		|	1.37E-06		|	7.48E-06		|	1.02E-05		|
|		5830		|	1.36E-06		|	7.87E-06		|	1.02E-05		|
|		5840		|	1.36E-06		|	7.94E-06		|	1.02E-05		|
|		5850		|	1.36E-06		|	5.19E-06		|	1.02E-05		|
|		5860		|	1.20E-06		|	6.92E-06		|	1.02E-05		|
|		5870		|	1.36E-06		|	5.07E-06		|	1.02E-05		|
|		5880		|	1.02E-06		|	5.19E-06		|	1.02E-05		|
|		5890		|	1.34E-06		|	4.85E-06		|	1.02E-05		|
|		5900		|	1.35E-06		|	5.48E-06		|	1.02E-05		|
|		5910		|	1.38E-06		|	8.25E-06		|	1.02E-05		|
|		5920		|	1.37E-06		|	5.29E-06		|	1.02E-05		|
|		5930		|	1.35E-06		|	5.29E-06		|	1.02E-05		|
|		5940		|	1.37E-06		|	5.14E-06		|	1.02E-05		|
|		5950		|	1.35E-06		|	4.80E-06		|	1.02E-05		|
|		5960		|	1.35E-06		|	4.86E-06		|	1.02E-05		|
|		5970		|	1.43E-06		|	8.00E-06		|	1.02E-05		|
|		5980		|	1.37E-06		|	6.67E-06		|	1.02E-05		|
|		5990		|	1.37E-06		|	4.81E-06		|	1.02E-05		|
|		6000		|	1.36E-06		|	8.57E-06		|	1.02E-05		|
|		6010		|	1.37E-06		|	5.74E-06		|	1.02E-05		|
|		6020		|	1.37E-06		|	6.99E-06		|	1.02E-05		|
|		6030		|	1.36E-06		|	4.97E-06		|	1.02E-05		|
|		6040		|	1.36E-06		|	5.04E-06		|	1.02E-05		|
|		6050		|	1.36E-06		|	4.77E-06		|	1.02E-05		|
|		6060		|	1.36E-06		|	4.71E-06		|	1.02E-05		|
|		6070		|	1.37E-06		|	4.60E-06		|	1.02E-05		|
|		6080		|	1.37E-06		|	7.86E-06		|	1.02E-05		|
|		6090		|	1.36E-06		|	6.82E-06		|	1.02E-05		|
|		6100		|	1.38E-06		|	5.03E-06		|	1.02E-05		|
|		6110		|	1.35E-06		|	5.60E-06		|	1.02E-05		|
|		6120		|	1.37E-06		|	5.17E-06		|	1.02E-05		|
|		6130		|	1.34E-06		|	8.27E-06		|	1.02E-05		|
|		6140		|	1.39E-06		|	5.29E-06		|	1.02E-05		|
|		6150		|	1.41E-06		|	9.28E-06		|	1.02E-05		|
|		6160		|	1.35E-06		|	6.12E-06		|	1.02E-05		|
|		6170		|	1.38E-06		|	4.89E-06		|	1.02E-05		|
|		6180		|	1.36E-06		|	4.87E-06		|	1.02E-05		|
|		6190		|	1.35E-06		|	5.18E-06		|	1.02E-05		|
|		6200		|	1.36E-06		|	6.20E-06		|	1.02E-05		|
|		6210		|	1.37E-06		|	7.91E-06		|	1.02E-05		|
|		6220		|	1.41E-06		|	5.39E-06		|	1.02E-05		|
|		6230		|	1.35E-06		|	9.40E-06		|	1.02E-05		|
|		6240		|	1.37E-06		|	4.73E-06		|	1.02E-05		|
|		6250		|	1.36E-06		|	5.10E-06		|	1.02E-05		|
|		6260		|	1.35E-06		|	4.87E-06		|	1.02E-05		|
|		6270		|	1.36E-06		|	5.16E-06		|	1.02E-05		|
|		6280		|	1.42E-06		|	4.96E-06		|	1.02E-05		|
|		6290		|	1.35E-06		|	4.71E-06		|	1.02E-05		|
|		6300		|	1.36E-06		|	7.61E-06		|	1.02E-05		|
|		6310		|	1.40E-06		|	8.01E-06		|	1.02E-05		|
|		6320		|	1.37E-06		|	7.15E-06		|	1.02E-05		|
|		6330		|	1.14E-06		|	8.58E-06		|	1.02E-05		|
|		6340		|	1.38E-06		|	8.09E-06		|	1.02E-05		|
|		6350		|	1.38E-06		|	5.12E-06		|	1.02E-05		|
|		6360		|	1.37E-06		|	5.10E-06		|	1.02E-05		|
|		6370		|	1.40E-06		|	4.99E-06		|	1.02E-05		|
|		6380		|	1.37E-06		|	9.24E-06		|	1.02E-05		|
|		6390		|	1.37E-06		|	8.39E-06		|	1.02E-05		|
|		6400		|	1.34E-06		|	7.92E-06		|	1.02E-05		|
|		6410		|	1.38E-06		|	7.10E-06		|	1.02E-05		|
|		6420		|	1.38E-06		|	6.64E-06		|	1.02E-05		|
|		6430		|	1.35E-06		|	5.43E-06		|	1.02E-05		|
|		6440		|	1.40E-06		|	5.00E-06		|	1.02E-05		|
|		6450		|	1.36E-06		|	5.40E-06		|	1.02E-05		|
|		6460		|	1.38E-06		|	5.52E-06		|	1.02E-05		|
|		6470		|	1.36E-06		|	4.73E-06		|	1.02E-05		|
|		6480		|	1.35E-06		|	5.06E-06		|	1.02E-05		|
|		6490		|	1.39E-06		|	5.78E-06		|	1.02E-05		|
|		6500		|	1.37E-06		|	8.26E-06		|	1.02E-05		|
|		6510		|	1.36E-06		|	9.30E-06		|	1.02E-05		|
|		6520		|	1.35E-06		|	4.65E-06		|	1.02E-05		|
|		6530		|	1.36E-06		|	5.56E-06		|	1.02E-05		|
|		6540		|	1.36E-06		|	4.73E-06		|	1.02E-05		|
|		6550		|	1.35E-06		|	9.16E-06		|	1.02E-05		|
|		6560		|	1.34E-06		|	7.50E-06		|	1.02E-05		|
|		6570		|	1.34E-06		|	4.67E-06		|	1.02E-05		|
|		6580		|	1.39E-06		|	7.42E-06		|	1.02E-05		|
|		6590		|	1.37E-06		|	8.32E-06		|	1.02E-05		|
|		6600		|	1.36E-06		|	5.99E-06		|	1.02E-05		|
|		6610		|	1.37E-06		|	8.85E-06		|	1.02E-05		|
|		6620		|	1.39E-06		|	8.44E-06		|	1.02E-05		|
|		6630		|	1.34E-06		|	5.28E-06		|	1.02E-05		|
|		6640		|	1.35E-06		|	5.37E-06		|	1.02E-05		|
|		6650		|	1.39E-06		|	4.87E-06		|	1.02E-05		|
|		6660		|	1.36E-06		|	5.01E-06		|	1.02E-05		|
|		6670		|	1.39E-06		|	4.95E-06		|	1.02E-05		|
|		6680		|	1.40E-06		|	4.85E-06		|	1.02E-05		|
|		6690		|	1.31E-06		|	5.80E-06		|	1.02E-05		|
|		6700		|	1.35E-06		|	8.95E-06		|	1.02E-05		|
|		6710		|	1.36E-06		|	4.90E-06		|	1.02E-05		|
|		6720		|	1.39E-06		|	6.11E-06		|	1.02E-05		|
|		6730		|	1.34E-06		|	8.89E-06		|	1.02E-05		|
|		6740		|	1.36E-06		|	8.50E-06		|	1.02E-05		|
|		6750		|	1.37E-06		|	5.61E-06		|	1.02E-05		|
|		6760		|	1.37E-06		|	7.92E-06		|	1.02E-05		|
|		6770		|	1.36E-06		|	5.74E-06		|	1.02E-05		|
|		6780		|	1.39E-06		|	4.93E-06		|	1.02E-05		|
|		6790		|	1.39E-06		|	7.79E-06		|	1.02E-05		|
|		6800		|	1.38E-06		|	5.44E-06		|	1.02E-05		|
|		6810		|	1.37E-06		|	5.22E-06		|	1.02E-05		|
|		6820		|	1.36E-06		|	4.75E-06		|	1.02E-05		|
|		6830		|	1.38E-06		|	8.38E-06		|	1.02E-05		|
|		6840		|	1.14E-06		|	4.93E-06		|	1.02E-05		|
|		6850		|	1.37E-06		|	8.84E-06		|	1.02E-05		|
|		6860		|	1.36E-06		|	6.76E-06		|	1.02E-05		|
|		6870		|	1.38E-06		|	7.94E-06		|	1.02E-05		|
|		6880		|	1.42E-06		|	7.65E-06		|	1.02E-05		|
|		6890		|	1.37E-06		|	5.31E-06		|	1.02E-05		|
|		6900		|	1.35E-06		|	5.25E-06		|	1.02E-05		|
|		6910		|	1.36E-06		|	7.41E-06		|	1.02E-05		|
|		6920		|	1.38E-06		|	8.62E-06		|	1.02E-05		|
|		6930		|	1.35E-06		|	7.58E-06		|	1.02E-05		|
|		6940		|	1.36E-06		|	5.53E-06		|	1.02E-05		|
|		6950		|	1.39E-06		|	5.61E-06		|	1.02E-05		|
|		6960		|	1.34E-06		|	7.99E-06		|	1.02E-05		|
|		6970		|	1.38E-06		|	5.72E-06		|	1.02E-05		|
|		6980		|	1.38E-06		|	6.93E-06		|	1.02E-05		|
|		6990		|	1.38E-06		|	5.53E-06		|	1.02E-05		|
|		7000		|	1.36E-06		|	4.90E-06		|	1.02E-05		|
|		7010		|	1.36E-06		|	5.47E-06		|	1.02E-05		|
|		7020		|	1.36E-06		|	6.08E-06		|	1.02E-05		|
|		7030		|	1.36E-06		|	4.64E-06		|	1.02E-05		|
|		7040		|	1.33E-06		|	5.32E-06		|	1.02E-05		|
|		7050		|	1.35E-06		|	6.95E-06		|	1.02E-05		|
|		7060		|	1.36E-06		|	4.99E-06		|	1.02E-05		|
|		7070		|	1.37E-06		|	5.65E-06		|	1.02E-05		|
|		7080		|	1.34E-06		|	7.04E-06		|	1.02E-05		|
|		7090		|	1.37E-06		|	4.96E-06		|	1.02E-05		|
|		7100		|	1.37E-06		|	6.31E-06		|	1.02E-05		|
|		7110		|	1.36E-06		|	8.78E-06		|	1.02E-05		|
|		7120		|	1.36E-06		|	8.89E-06		|	1.02E-05		|
|		7130		|	1.36E-06		|	5.63E-06		|	1.02E-05		|
|		7140		|	1.33E-06		|	5.17E-06		|	1.02E-05		|
|		7150		|	1.36E-06		|	4.64E-06		|	1.02E-05		|
|		7160		|	1.22E-06		|	5.00E-06		|	1.02E-05		|
|		7170		|	1.36E-06		|	5.23E-06		|	1.02E-05		|
|		7180		|	1.38E-06		|	5.26E-06		|	1.02E-05		|
|		7190		|	1.36E-06		|	6.85E-06		|	1.02E-05		|
|		7200		|	1.36E-06		|	8.66E-06		|	1.02E-05		|
|		7210		|	1.34E-06		|	4.62E-06		|	1.02E-05		|
|		7220		|	1.37E-06		|	7.69E-06		|	1.02E-05		|
|		7230		|	1.36E-06		|	5.17E-06		|	1.02E-05		|
|		7240		|	1.34E-06		|	4.69E-06		|	1.02E-05		|
|		7250		|	1.36E-06		|	4.85E-06		|	1.02E-05		|
|		7260		|	1.38E-06		|	5.26E-06		|	1.02E-05		|
|		7270		|	1.38E-06		|	5.36E-06		|	1.02E-05		|
|		7280		|	1.36E-06		|	7.88E-06		|	1.02E-05		|
|		7290		|	1.38E-06		|	5.12E-06		|	1.02E-05		|
