This is an evolution to fit FS_NoAdaptation spiking pattern
|	no. of generations	|	minimum fitness 	|
-----------------------------------------------------------------
|		1		|	8.44E-06		|
|		2		|	5.36E-06		|
|		3		|	6.95E-06		|
|		4		|	8.44E-06		|
|		5		|	8.44E-06		|
|		6		|	8.44E-06		|
|		7		|	8.44E-06		|
|		8		|	6.71E-06		|
|		9		|	6.61E-06		|
|		10		|	8.44E-06		|
|		11		|	8.44E-06		|
|		12		|	4.74E-06		|
|		13		|	8.44E-06		|
|		14		|	5.79E-06		|
|		15		|	5.20E-06		|
